tinyId,valueMeaningCode,valueMeaningDefinition
vH91C2Jt43w,5,NA
voRpKSReyW9,5,NA
0UkZVpHV8ud,5,NA
QbVDfMHYYBv,5,NA
3UETqfhCArb,5,NA
Q7Y2XWwVh1a,5,NA
hMeqGJHP6qz,2,NA
myEeQlu9R5X,3,NA
7y7eQgdqRq7,2,NA
6gpCRm2WKC3,2,NA
NKt5wZqnPl,3,NA
Qkxt8Pt6p8,2,NA
XylwLwK66U,3,NA
mJedIDKapU,2,NA
XJMPLDFa6I,3,NA
m1OIPK6aI,3,NA
mybPIvtpaI,3,NA
7yP8PtppI,3,NA
71_u8vt6pL,3,NA
VvNvp9F9qKW,4,NA
xzEwXPjApDF,6,NA
yuFWrP04DOa,3,NA
X1WU8wtTaI,3,NA
XyzFLPtapI,3,NA
mkY8vKp6I,2,NA
XyWBYvYa6U,2,NA
7y8KvYaa8,2,NA
h5GUqhoit,3,NA
RB9dvqAfz,2,NA
4xhefJ0M7,2,NA
7yllucQn,6,NA
spurskgoe,6,NA
xTZ_tCTQ_,5,NA
wIh7iw3bt,5,NA
xzP6T27qU,6,NA
Qk0Ogd5Cq7,2,NA
yu6qzjxF2R1,3,NA
X1jedO7gB0M,5,NA
XJqxdumlBCf,2,NA
7Jkecgdc0cm,3,NA
mkp9xd5A9X,3,NA
v57PyACnXGN,4,NA
V42v8kUWEF8,3,NA
7Jxiloup68,3,NA
mybiejupaL,9,NA
Qk3lsuaT8,3,NA
mkVxLumlB0M,6,NA
71PZSdQeH0M,5,NA
myuWrd7gr0f,2,NA
mJseiOp6U,3,NA
yKX5n0_yjo0,4,NA
9D7WJNZyjZy,3,NA
qGE21qQqoGH,2,NA
QydY_Kp68,6,NA
u8Qn3S4Zrsh,2,NA
7A3WMJYPNDg,2,NA
mTBxYkJ8QFu,2,NA
ROgC6QnDPTp,2,NA
W3CCYJzA8ZJ,2,NA
DBhCdUGZRuU,4,NA
AuSNgJjKN,4,NA
mJeWmwKa68,11,NA
X1lcvFOE7v,2,NA
7klowF_EXP,3,NA
mkGcDtuVXD,2,NA
mk_ivKdVQw,6,NA
QkQcvK_EQD,5,NA
X1IQImxSAf,2,NA
HAcHkCG0p8,2,NA
7JM_d8QgBAz,2,NA
X1Q_dLmxrCf,2,NA
mkolOL7eBRG,2,NA
XJl_d8QgH0G,2,NA
7yZbdU7gHRM,2,NA
7Jhx_LQgrRG,2,NA
Qk0x_UmlrAG,2,NA
7Jax_UQeH0G,2,NA
7y4_uIXlBRz,2,NA
71J__ImgS0f,2,NA
Qkb8O7lBRM,2,NA
7ygUd7eHAz,2,NA
Q1U_QgrAz,2,NA
Qyu_xPXerRM,2,NA
XyaWgDXgB0z,2,NA
Qk3ZeD7eH0f,2,NA
7JMeaI7lB0G,6,NA
XkrRUQeBRz,14,NA
7kLgaUXxr0z,6,NA
7yeZTU7gBCG,11,NA
719gaIQeHRf,6,NA
mkEZ68XgSCz,11,NA
mJOlpIQlB0z,6,NA
XkGbpIXgr0f,11,NA
QJKg6UQxB0f,6,NA
mJX_6IQer0z,11,NA
mkXbr_merAz,2,NA
mJPx68QeBAz,6,NA
7JbZTLmxrAf,11,NA
Qy_e6L7eB0z,6,NA
X1ie6Imxr0M,11,NA
mkuWTImerRM,4,NA
mk4epU7xSCG,6,NA
XkCgaUmxSCG,11,NA
myN0IXlrCG,5,NA
m12eTLmgSCM,11,NA
X1kxWDXxHCG,2,NA
mkibwmerAz,2,NA
XJEbxPmgHAz,2,NA
X1HWevmlSAz,2,NA
7k0_PXlS0M,2,NA
71eWv7xHAM,2,NA
mkqWvXxSCM,2,NA
QJ4bv7eSCz,2,NA
mJRblDQxrRG,2,NA
Q1_wQgBRz,2,NA
mktblD7xBRG,2,NA
7kQWwmgHAf,2,NA
7JrbPQxBRz,2,NA
Q1_ZwQeHRz,2,NA
mk8WvQeH0f,2,NA
XJO_DQeSRG,2,NA
m1Iblw7eHRG,2,NA
712_PmxHCG,2,NA
XJF_DXer0f,2,NA
XkbgZwmxBRf,2,NA
QJxgZD7lSRz,2,NA
mkD_xPmerRf,2,NA
7JwWP7eHCf,2,NA
X1p_PmlHAG,2,NA
QkfbwmgrCz,2,NA
71c_xPQlBCM,2,NA
Xyibev7gS0f,2,NA
mJmepI7eB0f,6,NA
XkpxaImxS0z,11,NA
Q18CLmerAM,7,NA
QyvwIXxS0f,2,NA
XJ8vLmgBCM,2,NA
7yePIQeHRf,2,NA
7yWP8mxHCG,2,NA
X1NwL7eSRM,2,NA
71oWUU7gH0z,2,NA
mkvU7xHAM,2,NA
7k7DI7lBRz,2,NA
QyGwLQgB0M,2,NA
XySDL7eHRz,2,NA
7kMZiLXgBAf,2,NA
XJclo8XgSAG,2,NA
71cboLXlBRz,2,NA
XkOWoImxS0f,2,NA
XkrbiImeHCM,2,NA
QJmboL7xBAM,2,NA
7JtbsL7xrRf,2,NA
myWbiIQer0G,2,NA
7kg_iUXlrRG,2,NA
XkNbjLmer0f,2,NA
QkyZsIXgSAz,2,NA
XkIWsImxBAz,2,NA
7yD_oUXerRz,2,NA
QJpxs87xr0M,2,NA
m12liI7xHCz,2,NA
7JsejIXlSRM,2,NA
XJAxiLmgrRf,2,NA
71txi87grAM,2,NA
X1HeT87eSCf,6,NA
XkJ_68mgSAz,11,NA
XJ_iQPqCcm,4,NA
7yhx3QwqC9X,3,NA
Qkwl5Qvq0cX,2,NA
7JCMzDq0q7,3,NA
m1Q0QP9CqX,3,NA
mkcl0XDcRcm,3,NA
Q18yEPq0q7,3,NA
m1fezw509Q,3,NA
71HNflXqCcQ,7,NA
Bwbunxxyncd,3,NA
Qyr70emq09Q,5,NA
mJhyZmc09m,2,NA
QJCybQ50qX,2,NA
XkaXAxXcAc7,5,NA
Q17XRl7qRcX,5,NA
71jzRgm9Rq7,5,NA
QJYzReXc09Q,5,NA
7yekb75Cqm,5,NA
XkSzClXc097,5,NA
Xy4k_Q9RqQ,5,NA
QJ170lQ5Ac7,5,NA
mybXAlXqCcX,5,NA
7y6G0gm5C5X,5,NA
XJYQ0gX50cX,5,NA
myvm0eXc0cm,5,NA
Q1DMCxXqA57,5,NA
X1GJZX9CcX,5,NA
7kbGAlQ5RqQ,5,NA
mk7z0em5Rc7,5,NA
mk8kbm5A9Q,5,NA
X1d1ZQcCc7,5,NA
7kjmRlQ9CqQ,5,NA
KHmtAVGc1Vk,3,NA
bg87mAJ0UkB,3,NA
dOadMHcwUFx,3,NA
9Ez9Hz81qfT,4,NA
wJ54frK_B,8,NA
_9ajBoAGpqX,4,NA
OvpdNJa6Ym2,4,NA
6JdA2AGupMu,4,NA
HVNU9N_e7O,2,NA
7yZoRd6pU,2,NA
7yGesRu6p8,2,NA
X1xZsRuTTU,3,NA
XyGZoAOp6U,2,NA
myZ_iA_66U,2,NA
Xk8XldqRqm,2,NA
7Jxj3RO6pI,3,NA
6HJxo0buFnh,10,NA
6SmDil8n7q,3,NA
Rnjvm4XSEj,3,NA
2ApsgZysZUP,5,NA
jDjOg95Wgnx,4,NA
qWx2jgPSbEt,3,NA
PanTZPru5vx,3,NA
qVZYZCTZtrd,3,NA
jjG79JOMHNX,3,NA
yGHW_5amS_v,3,NA
ecMAjmWXN6O,3,NA
AHZc7kVNekA,3,NA
acC0vWasfVn,3,NA
mrqWAMxtyVJ,31,NA
px5wtFWC4fD,3,NA
a2vaktsZ3b,5,NA
7ZPJ9TDe3,5,NA
FoHSpd8h6YG,3,NA
B0h0V3mD,7,NA
BxcKA7FUD,5,NA
SNMRJcTWgF,5,NA
yFKbxMj6i,3,NA
5DMyzPXDaWa,7,NA
TQ7SEK7CErA,3,NA
X1get7gHCf,2,NA
XkMQx_50q7,3,NA
QkueqZ_q0cQ,2,NA
71e_JGipTU,2,NA
XyxT1ziTaL,2,NA
XyzrDYapL,2,NA
7ylFSvYTpU,4,NA
X1zqZvWZhux,5,NA
Xksj_v__2ul,5,NA
m1FoWvZbh_g,5,NA
7yB3_PWWn_e,5,NA
myCoZvWW2ul,5,NA
X1xhbP_W3dx,5,NA
QJ3s_PZ_hde,5,NA
XkXn_v_b2Og,5,NA
oeZ6MmcjvoA,4,NA
FAEyzrmBYn7,3,NA
72BDwf32W7A,16,NA
DoP5YG6ocH0,3,NA
X1Wg7gX5CcX,6,NA
Q1gg7eQ509Q,5,NA
mkAQQx7c05X,5,NA
hyPSUuwiL,3,NA
7k37mlQ5Rcm,3,NA
RKTK_njyp,4,NA
fdQZmhZ1f,6,NA
7k_q1P_aT8,2,NA
7yGozo9T68,2,NA
XyHejbd9Cc7,7,NA
muSCH6TQd_m,4,NA
gZe8GPOu4w8,3,NA
HRzSdC_SZH2,3,NA
mkgFyzjap8,2,NA
7yW8KWipaL,2,NA
7JlSYbj6TL,5,NA
Xyxx_Zs6TI,2,NA
X1xSJfoaaU,2,NA
7kD3IKaaL,5,NA
mkZslddaaL,2,NA
HTbJ3GUXfFK,8,NA
7J_aI_spTL,2,NA
6yNwkD4zvKn,3,NA
RBS0hFGysKA,3,NA
uGMeYK7vmGJ,2,NA
4scR5hQ2oOz,4,NA
epoO6VwXT59,3,NA
nWgsXjvUAtz,8,NA
71_lGeOqC97,8,NA
mJzgubrqC97,13,NA
X8KT6PxjnE,4,NA
zpkeDUloaY,2,NA
QkGRxuqRq7,2,NA
dAJADM9EOBk,20,NA
sVa_QjPeZvR,6,NA
wdNu4rEF9rH,3,NA
X1bg0wmgHRz,5,NA
XyNg0vQxHAf,5,NA
myHx0wQlrRz,5,NA
QJfxRvQlSCG,5,NA
Xkmx0wXxS0z,5,NA
mJCAPmlSCz,5,NA
XkylAw7gH0f,5,NA
XJueRvXgrAM,5,NA
XkFlRPQlS0z,5,NA
QkUeRDmgBAz,5,NA
XyPl0DXgS0z,5,NA
71gxADQxrAf,5,NA
m1tWbDmxB0G,2,NA
XJpGWlX9CcX,3,NA
XyyQ_xmq0cX,5,NA
XJhzZlmq0q7,4,NA
Q1Cfbg7905m,2,NA
Q1sG_lmqRcm,4,NA
XZrbmjVP_o,2,NA
m1WVWktpaU,3,NA
Qkx2WJtaaL,2,NA
Q1G3_yKapL,2,NA
HVYn83u0Gn,2,NA
vFnKmwf3jf,5,NA
X1LWyFapL,3,NA
t92T2k5QE,2,NA
qDReTdbV,3,NA
QJWSWktpa8,4,NA
QkZ_1Kp6I,4,NA
X1bbW1FpaU,2,NA
gRT6A4uCa6r,2,NA
ykVBG_HVmAb,4,NA
hFlF7PH6k,2,NA
HvZ3dCPVz9r,4,NA
7keVvOF6pL,4,NA
I4m9ZxEoIc,2,NA
4wdFSPEHqYb,15,NA
7kfIAFY6aU,6,NA
cxFZ47ZpS2o,11,NA
XJoLvYaa8,3,NA
7198DY6pI,3,NA
mkgsLPtaTL,3,NA
Qkb58DFppL,3,NA
71fiIwFTTI,3,NA
Q1ZoIDYa6L,3,NA
mJg58Dt6TL,3,NA
t5Tng4HQOYS,4,NA
m1B7lO90cQ,2,NA
X1oljWO9R5m,2,NA
7JMilod6aL,2,NA
mk7x8_XxHCM,6,NA
m1WgIuXgrCz,4,NA
Q1RLOQgH0z,4,NA
mJwUu7xHAf,4,NA
mkcgjZd50q7,2,NA
LTuL2J8BR,4,NA
76vnrQGZC1,2,NA
myxF5QPE7D,2,NA
XkT1w_ppI,3,NA
myxMP0mkJx,9,NA
XJxehLKTTI,10,NA
Q1ZQJcta6I,2,NA
7yVJqF6T8,3,NA
QkgDZvYapU,3,NA
QJ0mLXxSAG,2,NA
2c574jIG8,2,NA
kmIM_6mzT,2,NA
XubR4LR_n,2,NA
euwG5UxXjVJ,5,NA
davz_7s3OjD,6,NA
Gw6wAxK0M_9,5,NA
kUZ0vAwZCQD,2,NA
uQbg75_cB4C,2,NA
gVUrsBfg807,3,NA
n1f_Gd8c0fG,2,NA
AURwV8TsYjS,19,NA
Xy_wwKFTp8,4,NA
m1MlbgX5A9m,3,NA
ujUGj9DV5vm,3,NA
XJL9biapU,4,NA
XJbHCPYT68,5,NA
mJtgiYpa8,4,NA
Q1ZuxiKaaL,5,NA
Q1GUCwKT6I,5,NA
Xklv0wK6pU,5,NA
7klKeotT6I,5,NA
XJbFliYa6L,4,NA
71dAPt6pL,5,NA
mkGteiK6TI,5,NA
7Jx5xjFTaI,5,NA
7yejliKTpL,5,NA
7Jx8APK66I,5,NA
XJZLCvFaTU,4,NA
myMcxoK6aL,5,NA
71ieiK6a8,4,NA
XJIRDKa6I,4,NA
Q1DRvYp6I,4,NA
7JWD0wFaa8,4,NA
XJgO0wt66L,4,NA
QkcgjKTa8,4,NA
Q1_9eiKaTU,4,NA
XJ_oljtppU,4,NA
KkXVgSvHXk,3,NA
FJmgpdTzbCx,7,NA
mJvxWm_9C9Q,2,NA
mytlb7O9RcQ,4,NA
X1fLHwtp6I,4,NA
QkWoHvKaTU,4,NA
Q1eOBDtTaL,4,NA
7JfdrwK6TU,4,NA
V3XFtSMM_AZ,4,NA
e1E1cstJCy0,11,NA
c4NVABuHqbu,11,NA
TgQPeCXHwQY,9,NA
ZOmS1K3ahzk,13,NA
mkHZ3VcC5Q,3,NA
JTSUNJAkBg4,10,NA
3VPRD5urS2b,5,NA
UqNVa8J9Z37,2,NA
QJDGxeQc0qQ,3,NA
W_GfZOX4sq8,3,NA
N1T6Kg50eRT,3,NA
mN9C16DTA5k,3,NA
KX8G1Afr2dz,2,NA
81GquMzpq5H,4,NA
f1KeYH8cH30,3,NA
pZryA1vRQFn,3,NA
qpB7ZRKDz9K,5,NA
jFHHGqRDBCc,4,NA
AxQ7md9nbHh,10,NA
O6PrbAPMfaf,4,NA
HC5cJZ2g3Nx,3,NA
g9orWMRKZ05,10,NA
XyzuIZip6L,2,NA
mkK8bs6a8,4,NA
RPRbSj9zqpU,3,NA
tNr_4Dv51PA,5,NA
Em71VvA3EMS,4,NA
DpzpRqtmKqY,4,NA
Vyrrf2Efjv6,5,NA
n55AKAnwPsc,4,NA
4h8bEzjHRjp,4,NA
dKWYxxpn_mU,6,NA
9BmsJzy4PTW,4,NA
Bv2Oy44ApwU,5,NA
FAAFdTApt_Y,4,NA
cAoXGe73WOb,4,NA
73Z26MQnA0Z,4,NA
5PmFnKj3oHp,4,NA
ZNgrkBzEKE4,3,NA
_y5ruvEf9TF,2,NA
CmETt4NGF6T,8,NA
mJMXeO4cir0,3,NA
mkzOq49oHC,3,NA
m1bKbPYpaU,3,NA
my5bDtT6U,3,NA
nVYAQkVcd,3,NA
eQfF__LwgA,6,NA
WNTAAhVDPZo,5,NA
k7XjXDMueqT,3,NA
Xy_u_wKTaU,3,NA
cp5jYHrh1TX,4,NA
XkdwOtppI,3,NA
0cotEknWONN,5,NA
mJODLVqir0,2,NA
7kKPU49srC,2,NA
bOvRQDfvM,3,NA
X1MZb9750cX,3,NA
uWW2a00p2Nr,5,NA
oftx2zXAJgZ,5,NA
o6teKThAQbc,4,NA
dgw8pxnXSxo,5,NA
2OS_2xyQjKs,28,NA
MqAxzkTqjQ9,8,NA
AzEZUHdFQtV,3,NA
RMtYLFIa5G,1,NA
CFZ6ChSB2P4,3,NA
Yhw391Cf3JA,6,NA
FpEsNajtyN4,3,NA
DwKx7xcQXjJ,3,NA
TghDXrgFRdX,5,NA
CsMvuU_9p,2,NA
pNU8eDGVhH4,3,NA
TGdMJViMK,6,NA
TKpSN7ormXc,2,NA
4CqEZ2PRqAe,3,NA
0ErpvbxBDky,2,NA
bG4Yf816Gaw,2,NA
ndA4Jh3d9q3,5,NA
z_UMFvgYOA,4,NA
kZfR9doStMv,4,NA
QyqflbEqiSR,25,NA
QktHebEqoSR,12,NA
myRElSNciBA,2,NA
XJeQl_E9sB0,3,NA
Qy__dWspp8,2,NA
VAEk7usGb4v,3,NA
a9AK5MUtJX1,42,NA
XpyMCXltg,4,NA
hZvxNqdA0No,6,NA
u4r_mHRzY9Y,5,NA
B4G8j5rYCkv,4,NA
71UWnV9CqQ,5,NA
G9ExGSaMh0E,3,NA
XTa5grz9TQG,4,NA
7J__hLFa6L,4,NA
7yg_nLFapL,4,NA
mbewuQTjH5W,3,NA
VvMuKPQF0yy,12,NA
GS_3nnZ0_o,6,NA
XPJvrT85wax,15,NA
EbydDAgdcqC,13,NA
QkxUkctTaI,2,NA
_qPGSFubpy9,8,NA
mJq_ewE9oSC,13,NA
mJtGcPlrCz,3,NA
mJGlb9DeB0f,3,NA
QJWlb5PeHAM,3,NA
7yEMqvlSCM,3,NA
m15McDxHRG,3,NA
7yRZ5PgrAG,3,NA
7JPzcwgSAG,3,NA
Xk3f5wgSRz,3,NA
mkfcwlSRz,3,NA
mksW5Der0z,3,NA
7ygzcvxBCM,3,NA
7JbfqwxrRG,3,NA
QyRzqPlrAz,3,NA
mkzM9PgHRM,3,NA
Q16_qDlBCf,3,NA
7k8zcwxr0G,3,NA
Xk9_9PgrCG,3,NA
Xkxx_9PeB0f,3,NA
7kiz5wxHCM,3,NA
7ypGcDlS0z,3,NA
Xyyxb9vlSRz,3,NA
QJXG5DlSAf,3,NA
m1nZcDer0G,3,NA
QkrM9vgBCM,3,NA
7JuMcvlHCG,3,NA
bH2P7qLTjR,3,NA
Xy7ydmlHCz,3,NA
XJM1umxrRf,2,NA
WzqTFk_dS,2,NA
oT7dAaYyFXA,2,NA
X1G19Zjap8,3,NA
vX0VdQyUVx9,5,NA
WEXpCqDvhg5,3,NA
_QSV9Qwn8m5,5,NA
3N7H68mshjb,4,NA
ruE1qEypM71,5,NA
_T5UktWRn,3,NA
uC_yvNGE0ec,3,NA
6Z7fxzqI7b,10,NA
4nP07nKKaBt,3,NA
2qtmAMj81yc,3,NA
hvYJhM3mCNd,10,NA
qGV4s68QRU4,4,NA
gMg7rrUTynR,5,NA
mhx0G2ZDmfe,2,NA
vtkqNRGeZJe,2,NA
KfW0v3bOSF7,2,NA
3C6OvROUGcx,6,NA
HYrM6nHK1t,3,NA
XyEHUVqsrR,3,NA
GPjmHhsvUrg,5,NA
XkGPHopaI,3,NA
QJGzwFp6U,2,NA
JeVAPkfF7pZ,3,NA
wWAJX6N5WKN,8,NA
XJSLd7lHAf,4,NA
QyMe7lucAc7,2,NA
714U_Qlr0G,7,NA
mkbbeIup68,4,NA
myGgUO6T8,4,NA
QygxIuTTU,4,NA
71bg8dpTL,4,NA
XJ_rgUd6aI,4,NA
QJbGe8OTp8,4,NA
mJZ7gLdaTI,4,NA
7JlQxIdppL,4,NA
dQZpX4VDg,2,NA
dR_LJjQTrk,3,NA
mJGevOp6I,2,NA
IgYvU9_MKz,4,NA
XkWkxDd6pL,2,NA
Zms7x1Eu0,4,NA
GCUydje37d,2,NA
LuyKf4ZdI,4,NA
cTxAQGJvpRz,2,NA
mvM2pwUDHtf,11,NA
cX8c1VPXUMZ,2,NA
CcJsGE8vRra,2,NA
V7pNVZMVVo,4,NA
y8nRlxLgiv,4,NA
XSFRENx1mq,5,NA
9JwxePZ4P0U,3,NA
hWGTAUcyuN3,3,NA
6fD6XmfbYq9,3,NA
qNgoAVnZrw7,2,NA
JcesujysD2T,3,NA
d9jrt1wqVFY,2,NA
bWtAggNc9QY,4,NA
oZAXyW8Qfsm,2,NA
hvuOo5Q1UGY,2,NA
vPct0C7gYQM,2,NA
3Yd46owBtq_,2,NA
W9kHExQRrG2,2,NA
V2gg9BAWZZP,3,NA
3yAthaOA2Hg,2,NA
R9X0ARCGsAx,3,NA
ZkaeUcYC9Rk,3,NA
TuNWKX8Q7wG,2,NA
eQhrGxfAfAk,6,NA
r3KB5aNsAXk,19,NA
OTkXJTFNVfq,2,NA
XJ5vbEqir0,2,NA
DfrqbBz0sgb,3,NA
QTVqfKv9qJc,2,NA
sP44JrsbyqQ,2,NA
1UTCaD9fAmy,3,NA
DKcHH6scYuo,2,NA
gh89f9tWanA,2,NA
y7A5t6tYwN3,3,NA
mJowZ49sB0,2,NA
9kSkuGCGs_6,3,NA
oKDVm2HEgr2,4,NA
wrWOYG__I,2,NA
2DTtYAq8fjP,23,NA
jaQCx9T9zXf,2,NA
hnKBA69RQU7,6,NA
QyULWdc0qQ,8,NA
XyJedZd9Acm,3,NA
MgERx5T3,3,NA
7kcgIZuq0qm,3,NA
RM_1K9CfU,5,NA
tQDp0t2hgfr,6,NA
rdQGS49TKW0,2,NA
8bRDqWaO6d6,4,NA
DN2pHb7FSxc,5,NA
v2U9VG_z8de,8,NA
X1DIZ_5Acm,4,NA
H2veZ2hWS,14,NA
QyjxU_dcCqX,3,NA
jdNdpQ1evYz,8,NA
MYBwnbJJDNn,5,NA
aEFX6yxUuqW,3,NA
aa1UgM_44MK,2,NA
jV4jv86StVn,2,NA
OAFg_Ac_r7d,2,NA
zgjTVerjz,23,NA
E1qTsr9qU9M,12,NA
Axm0jJmpUK2,5,NA
jk37D8y4KF4,3,NA
9oydG5Yu9fK,2,NA
hUjcPu1SCk,2,NA
18H8RUhdxXV,3,NA
Gtw0fMQNdI,3,NA
t8dJoFfcdGQ,6,NA
Vhh_cf_291,7,NA
YB_HzFEDVNn,2,NA
aDXwN07B8j3,23,NA
hOX6e6ArvG0,6,NA
baD8U9YwOM,11,NA
8_vWRfuSx,5,NA
OIS97lr18O,4,NA
_oNXeaOpUSK,3,NA
j0zv9bqyO,10,NA
7LBsamgv6K,3,NA
zgdVEuSjEAx,5,NA
IJxpZPBEY1,16,NA
gHDG3A0Sd0s,3,NA
gVrwnRrAqKu,23,NA
6hd_zQ8F4P,7,NA
3dphNXAWYnC,6,NA
DzDrymA_kcK,6,NA
LVWcaIy_y,2,NA
S_oeCAAJDSN,5,NA
WjXHwea0rWS,7,NA
m19dZ_9CqQ,6,NA
BKZ2X8MuqfJ,3,NA
6u4soMY9_mZ,2,NA
As4etdaOq6U,3,NA
NAK5cPEW8qO,2,NA
KAsg6gYG0zY,4,NA
XJrUZ_cA9Q,8,NA
ZKIyf6e43,12,NA
QJxAUtF6aL,4,NA
QkO_ucCqm,5,NA
HMg6VZYOX,4,NA
m1Pgw_d5RqX,5,NA
X1Lev_d5R9Q,4,NA
X1ovWd9A9m,5,NA
7JcwZ_cCqQ,4,NA
7yKDZ_90cX,3,NA
mJmew__5A5X,5,NA
L2N0F2bCS,4,NA
AK2RgBxN_,4,NA
X1lu__5Rc7,4,NA
7JMO_O9Rc7,5,NA
Q1ZdZ_9AcQ,4,NA
myalBWO9C5Q,5,NA
U1HsO1CAd2u,2,NA
JyPnX4G6NAD,4,NA
U7WckxPMhAf,2,NA
VkgbCqV0hmY,3,NA
kHu0ZgdU7DW,7,NA
rOuZ7ZHE3hB,4,NA
ZymyUVYYPQH,6,NA
Z5dI6NoITz,8,NA
XyxEdvYa6I,2,NA
_o1qYxw2wP,2,NA
OZgBGo1PHK,10,NA
71xkvYpTU,10,NA
xvRpZez_,2,NA
7dGGmdlCa,2,NA
iAaE_wXo,3,NA
m1Wrevda6U,9,NA
my6PWi6aU,2,NA
CmFPy_q_X,6,NA
XORNYuCgKoS,4,NA
9aSdqQ3QJ8c,3,NA
yMHA1Nh14p9,4,NA
3SFpJM4QVfk,4,NA
Yr7fAXwOYnA,4,NA
UffAwp5bqAr,3,NA
TYG0_Z67tQN,2,NA
DpNXQRqNybG,2,NA
jhbmpyO3AAs,2,NA
3gkOwx9KD9O,2,NA
pzNS8j8sAg_,2,NA
1TU4su0GewD,2,NA
ScBK60R8n0y,3,NA
SSdDoXpM31K,5,NA
GO3BkJpVDqO,3,NA
FxHXEUfqaKf,5,NA
kW8XBPD4fPn,2,NA
Pe0vHbm4cP6,2,NA
Qjqg5ABfQ6A,4,NA
cCFxAYnDpof,3,NA
LSEvtTMd_,5,NA
rwN0PcBmeHM,2,NA
bAJohk5zYsa,4,NA
wBU56z94om3,4,NA
j7jbHAb7sqo,5,NA
A2EqRAUVKq1,5,NA
Eqbtrmgyu4O,2,NA
FZBDKhsBJw0,2,NA
JK02AX9ovs8,2,NA
fe43rdtC54f,2,NA
XAvhXNdXJWK,2,NA
c_33mDpNC5n,2,NA
HxTKMrtVcAR,2,NA
U9xXcs3scxC,4,NA
7y_nBboTT8,23,NA
IvcDEjfc4J,7,NA
FAYVNxzkcJ7,23,NA
P2VBZ2E7gjC,23,NA
QygwLAOpp8,23,NA
7Jg2rZipp8,23,NA
s5pFDzWujDn,23,NA
b6N5Hue3RG6,23,NA
PRdUVMUqWg8,9,NA
rxfhauG09y8,4,NA
a33YC1w_q1F,5,NA
QJzO5bjTTU,3,NA
X1F5WiaaL,4,NA
xf2XpcvVfAS,5,NA
X1axPg_9A5m,4,NA
m1vfwSgilcZ,4,NA
NDqpANG8J8w,3,NA
scen3nECN6p,3,NA
QkfHMDYTpU,2,NA
7Jz_UYYap8,2,NA
7J_twFFpaI,2,NA
XkW_IKt6pL,2,NA
Mgv3S1WllQ,5,NA
AeP7psORpyY,2,NA
FR_mryESEsn,18,NA
rSk_wjkMuuh,3,NA
qXQRyM4YWOT,3,NA
bt0FaEXMydP,3,NA
WVXt3TsA3AJ,3,NA
HMBXFH49pxe,3,NA
6a9NhOAzGBr,3,NA
_tT8HhGZ0yj,3,NA
UAVEByQ2MW9,3,NA
Gqv0x6A25gK,2,NA
oAeRTJowxTA,2,NA
zcYKM3MvxxA,61,NA
9fyxw6b19jn,3,NA
8CFfoko3cMY,4,NA
frwTkUjAsBT,12,NA
RxZ4qmqYZaD,2,NA
dARAq8HYceX,2,NA
_8c28Bby9D1,2,NA
PtMT3JHPexB,2,NA
yp4E3c2ZZAD,2,NA
1svbKRfQGYB,7,NA
7kQpb0kb8Cd,3,NA
axSpYH5VCtq,12,NA
fk33MuS3Bdz,3,NA
iGMpaa47U,3,NA
8OcND3wA12,4,NA
8kxHzBEzFwg,5,NA
W0ydWFjYAZH,2,NA
Eit3oBkjzt,3,NA
jArCdn8ndsr,5,NA
t6HtFn7hmo6,8,NA
41KKGto6jt0,6,NA
FqfFFpesV7x,7,NA
djcPEGkYEPR,10,NA
71Jmlu4qoHC,3,NA
XkbOt_iaa8,2,NA
SnFNkAT0NxM,7,NA
X1fR1Gj6TL,2,NA
SCXu7B5Aj5A,12,NA
xARZXW85d3j,11,NA
4R9msyT9M_u,5,NA
m1lSzi_66I,2,NA
yBWAGKTTt8r,3,NA
8RntJ5Fc94Z,10,NA
EKfrTW9qnCa,3,NA
7ymhbdc0qQ,7,NA
71Nh_O50qX,4,NA
mJDnZ_5CqX,3,NA
P1kSCK5hsO7,3,NA
R36FfkTbf7c,10,NA
wBVB8DMTbOX,2,NA
FjJx_ih6du,5,NA
cHSExc_7H1G,3,NA
3Rys_UvtnWH,17,NA
_AwrfGuZh5Q,17,NA
YeZX5F49WAN,6,NA
ST62StcHRCH,7,NA
M188Y9KYvkV,12,NA
ZSgfFrkhFqK,3,NA
MUoykWDt8zd,8,NA
RxsVj80BbRZ,2,NA
jx31gAVARKx,6,NA
5npcrAQF1mE,4,NA
q3Yo1BpX5S5,5,NA
hVPfPxzDhJU,2,NA
Osub7jfaZVA,6,NA
X1sKWjTpI,5,NA
ddqqpa25wKD,3,NA
czSdhGmvyKU,5,NA
Bk0xXFG0vxC,4,NA
Bhnawqa6R12,4,NA
QkRKJu9Acm,10,NA
pDC_SQDb8bE,3,NA
Q1f5BPKa6I,4,NA
m1vgUvmeSAM,2,NA
71WWezjppL,2,NA
k1NWK1ktpWu,20,NA
h3aWnyekT0,7,NA
tuevEXEFWzr,14,NA
9k2MnzZ1Ghb,3,NA
x12gKNAk_AZ,3,NA
TGT2L6bgA7,2,NA
roA_o_SHODo,5,NA
bgQrOh87OF3,3,NA
3t8GXYunCH9,3,NA
7Jx3_DFp6I,2,NA
7J3dPYaTL,2,NA
zwalF2ljpH,3,NA
QypIDQeS0G,2,NA
Otqtw_WE2B,2,NA
X1WBljua6U,5,NA
k5L30zlN7,6,NA
