tinyId,valueMeaningCode,valueMeaningDefinition
DvB_sbT91C,5,5
x6ck5Xt0g,5,5
tVcI4oj7ub,5,5
EwiBBfApV,6,6
dPQisD3n7e,5,5
26hFaqqaHE,5,5
Pv6qXteM_C,5,5
WSt_F526VR,5,5
7oeXYgqYh,5,5
Z7j77qziC8,5,5
KIYumZgOZl,5,5
WB7H_DeQXk,5,5
X02iQU_Ml1,5,5
ddemX6oCw,4,4
Bw6S36bKNo,2,2
sc05p0a4O,2,2
i6LtQ3r0V,4,4
XJhFFkOhyQe,5,5
YoeR2rTm,4,4
y9YDbbKq4,3,3
YgHRINQ2u,3,3
c7HDCSMAh,4,4
jdrddx429,3,3
Hz_V2bsc,3,3
h9_Jkn09Tg,4,4
PhYadapBrs,2,2
vBrRvvxkyH,4,4
hPQgKV2vKp,4,4
3VYcnSMQ1,2,2
n3oMV1aFB6,2,2
hXII6AGOB,2,2
uDyXbtFQe1,2,2
PXRV3gKGOJ,5,5
JmnQiBcuN1,5,5
NgAHmLT_x,5,5
fNA2rXZcPu,5,5
foiaYGXDVU,5,5
fIiOKGCaZY,5,5
7VzncP0RP,5,5
CyRKuozxv,5,5
b7OX8GLNC_,5,5
cIM55Jy92j,5,5
v4SKIwkRr_,5,5
fyiC0wCEX,5,5
TTAdlxgx7f,5,5
qa88ZETbva,5,5
Sd4Ys3DPgo,5,5
Q_u9TqcQGG,5,5
tNwakhXm8q,5,5
TK6Q4RZAD,5,5
_gjr6X7Y79,5,5
iMn2DZWttv,5,5
8fNozMGr9,5,5
f2Fbdyt_US,5,5
T_1qAK5sZX,5,5
tGQKjQeobs,5,5
wNXgiHId_X,5,5
UgceToOD48,5,5
qkdENHuVb2,5,5
BTOtwprgdC,5,5
jdS1xpi5q_,5,5
D_YOE1_0z,5,5
_b7qeeaP0B,5,5
3t7u05VJZ5,5,5
a6KCFvdDt4,5,5
rapPTzGUfp,5,5
FuIBwtugX6,5,5
_3qWO0n6cy,5,5
NzRIqzpssB,5,5
W_3a0yqxkg,5,5
rF5_G0dHkn,5,5
XljCSBt1Na,5,5
y3Eycv2b7C,5,5
7yrl59a0Qm,5,5
0ygtyUBUFI,5,5
KBHCu8uml7,5,5
7JZe9q6AmX,5,5
mJgbqqT0Q7,5,5
TpKvgevPPi,5,5
oDuGzskEG,5,5
QJle5qTAmm,5,5
a190sl5hW_,5,5
9DurwQ8wTR,5,5
JqvtjW5QnB,5,5
zt5Hx8RQEJ,5,5
56v7MambiG,5,5
714Wc96C7m,5,5
iv7eytkI9y,5,5
X1Gl5cpA77,5,5
Q17enM3LH1v,2,2
a5LNcwSIP,4,4
b7OlDA7RwE,3,3
GeovTpZOZ,5,5
SeLqilZN_,3,3
HXTeyTJoDM,4,4
Jxvgkh6JIl,2,2
zV1hdknW7w,4,4
48Hz4TJqK9,2,2
__VKXj7eX7,2,2
gtnGbjJjf,3,3
XY9xaqzJ6U,1,1
BtH9UR5Kb0,2,2
z_uedeLNGm,6,6
rSBPeR7Ny,3,3
1Iwwd7yPP,3,3
hhHVMDnfZQ,3,3
cmL8NJbdS,5,5
9Ox26CoxLm,5,5
LvnY3VLWV,4,4
aArT5OjvJH,4,4
ptaLNBaft2,2,2
Q1tzAz2UBJD,8,8
Xyfnzn8BJP,5,5
OFkbixtA0I,2,2
jPFVb7zPOj,4,4
RmC0nPnN,5,5
f0KxP5Tr3,3,3
aWTyW2oP,3,3
GU5kMCKUj,4,4
XkwIiM8l7,5,5
v3GmZgznNg,9,9
uhnr7RH3J,2,2
7k7pvcpAXQ,5,5
7kMTDcaAX7,5,5
VFtwu4bhVx,7,7
7JIfKJd3kQg,5,5
QkBrwqaRQX,5,5
7krfFJd2Jme,5,5
mkVSv9aA7Q,5,5
m1vGKku3yXe,5,5
Q1oMF1unyXl,5,5
QJgTP5aAQm,5,5
XJ_TP56CQX,5,5
QJGBDqa07X,5,5
m1mftkd2kQg,5,5
Q1QSv56CXm,5,5
QkEGY1_21Xl,5,5
_i_wy_O_5,4,4
kSlIsPCh6,4,4
dMvEskAJdz,4,4
phwuXYtIif,2,2
9jtWvpojO,2,2
00KpESPRf3,2,2
K4tGEq4XP8,2,2
SznniM7Jcu,2,2
eHMaK2Wiw,2,2
LAN_bteQhw,2,2
fRIcv3DIm5,2,2
WuT7eJsZMZ,2,2
ZohzGInS_t,2,2
PjO8lKCP2A,2,2
TZko99dos3,2,2
_XyvHOXOQ_,2,2
q76tdUeLf_,2,2
tn1N_U6_tE,7,7
6AXlvCOtT0,4,4
706L3AWWSt,4,4
7hIqRucyy,4,4
OyOVgTUoGW,4,4
GonG5Bnzd0,4,4
Lq18rYKTEK,4,4
kOhMddq5Mg,4,4
nLphG_Klr,4,4
kCDQsEhH5,4,4
HT3pcDtMkI,4,4
zkmPy_3nyS,4,4
DM_k1qWvB,4,4
MM0UZNPVAh,4,4
krC99Ps06j,4,4
WbfEuVKB2h,4,4
zrOxI2hdqU,2,2
22w4_FmWde,4,4
wYMJ7RSOjo,7,7
TtYaIcgGuY,2,2
FiL8dzrHE8,4,4
Dl4TDFP_M,2,2
cvydH2sSLf,2,2
dnW8e_Hqs,2,2
Knm4Kxfg_,5,5
6_IE_SYGU3,2,2
iy35Ipu83G,5,5
0VvlZJnnD8,5,5
glCaND9rfk,6,6
FDHHX7QR5m,5,5
DH5BR0E_Eh,5,5
neWm2p12pA,5,5
pPr5Dt7ZjV,4,4
z2HjfiRlTX,4,4
5sUIMLuygk,4,4
1mVu96itY,4,4
oV6KBOzmZf,4,4
9HBkPHxyWE,4,4
DvmsQWnxr,5,5
YhC5pX8nG_,4,4
n2TfoSbXRo,4,4
bxxYiq30Th,4,4
XPTrGuTxko,4,4
G0200X6na,4,4
pRAHL3MIq4,4,4
AoljQoHjDt,5,5
VZIyYNyyhk,5,5
3UJFMucZrB,5,5
Yb19ottGI,5,5
wB5uU0f91G,5,5
6SaRZPjHPh,5,5
qTx_k3Jznm,5,5
l_2IAaifH,5,5
GPCMcLQpeS,5,5
f7vyNs5q0I,5,5
V1MI8tE8Xd,5,5
WavmR4Eo0M,5,5
Es2mgad8hp,5,5
9Sx_mHcvHy,5,5
tPCXm5P4CD,5,5
xjeu2bqLux,5,5
8cBzCqz0k7,5,5
oSASHw65u3,5,5
1YV5I_Zd75,5,5
k3aHJInkU0,5,5
kVEKcV7u4,5,5
WdbPOEez6L,5,5
3gAl3Rm8E,5,5
8_V__trJSD,5,5
X1aNlYkunk7x,2,2
Xk2cOyd2yml,3,3
Xy95Oyd3JQx,3,3
7JFcOy_hk7l,3,3
X1uFFk_nk7e,2,6
7Jq_Oy_217x,2,6
QyFFKJdnyXe,2,6
QkiOd1Oh1me,2,6
7Je3_JO317x,1,5
7ygxuJd2yXg,1,6
Xyzluyu2k7e,1,6
Xyc_k_n1Xg,1,6
7JyxOk_nk7x,1,6
mJiuyO3yme,1,6
m1R_1_nJmx,1,6
Q1T_ku21Xl,1,6
mkpuOyO31Xx,1,6
XJ7ldkuhkQx,1,6
7ybx_ku2kXg,1,6
mk3dyu2yXx,12,12
mkX5FkdnJQl,2,5
mkuWluJd2yQg,5,5
mk5bluJu2J7e,5,5
7kn_g_kuhkXx,5,5
7yrWl_1uh1Qe,5,5
X11r_K1O2kXe,1,6
QkxMeOJ_nkme,5,5
XyMnxK1d3yQg,1,6
myVhlYJdny7e,1,6
my2OdJ_h17l,1,6
mJDheYJuh1me,1,6
71eSWYJO31Xx,1,6
71abluyuhy7g,5,5
7k8Wlu1O2Jmx,5,5
X11Mluy_3JXe,5,5
XyX2lKyuny7e,1,6
QyUhgYkOhyXg,1,6
QyH2xFkun17e,1,6
m1wWguJu21Ql,5,5
7JY_e_kuhy7x,5,5
QyiWxOJu2J7g,5,5
Qyv9uk_3JXl,1,6
Q1uqOk_21Xx,1,6
XkcKYk_hJQg,1,6
7Jf5YJ_2kXg,1,5
7JB9FydhkQx,2,6
m1bhlYJu21Qe,5,5
QJDYtyOhkXx,6,6
QJ_7_YJd2kQl,6,6
Xy8cY1_2k7x,1,6
QkPqt1dh1Qg,2,6
s21q0Z77s,2,2
S8WfJTgJGu,5,5
4x9lf95CBB,5,5
x6mpPZ3uHj,5,5
cGxMVMDlY,5,5
mQFM6h7wQT,5,5
Hg2Z1yyl_,5,5
TKOGJ4ekjy,5,5
5l8MJbpWOg,5,5
AyBgbNYF3u,5,5
lySH43DfHx,5,5
N65bYcILdy,5,5
rgwxSko3o,6,6
h_ld_w9mrU,5,5
YBePlP_Z_4,5,5
9iPXW6p6T9,5,5
7LGynQGPOu,5,5
kjEqfSuYw4,5,5
ZM9aWm30VV,3,3
7yEA_9pRmX,5,5
mJm0u96R7Q,5,5
71gAuca07m,5,5
mykYc6RQQ,5,5
XkzRd56A77,5,5
7ylJtq6AXQ,5,5
7kWA_5pAmQ,5,5
m1mttq6Cm7,5,5
Qy8FK9a07m,5,5
mkBFtqT07Q,5,5
mkzFY5pRQm,5,5
QyvYF56AXm,5,5
mJ4YFq6CQm,5,5
XJ_tYcpC7X,5,5
XkXn_5p0X7,5,5
Q1lhu9TA7Q,5,5
mkNvldyd3kmx,5,5
7yvPgdyO2JQe,5,5
QkLwgukOhJmx,5,5
myke2u9TRXQ,5,5
71eqtJ_nkXx,5,5
Xyk5YkOnkXx,5,5
mkjQO1_nyml,4,5
m19zFyd2k7g,5,5
mktzY1u3y7l,11,11
mJKfq9TA7m,5,5
71fdc6AXm,5,5
QyQd9aR7Q,5,5
AJJcn61eFa,5,5
2AErsVJtks,5,5
ZgScvs6peA,5,5
YKe98DI5ee,5,5
OseKiyB_XC,5,5
lhyGtYLFhJ,5,5
0xPSrsSzx3,5,5
Jm0F3hxzsk,5,5
mN_YT7x2d,5,5
vZpazvLFlQ,5,5
waOTpJEcin,5,5
XmM7mLQ8F,5,5
jVc_MeiOnk,5,5
m1uDP560Qm,5,5
QkxwgOkunkXx,5,5
X1Ndc6AmX,5,5
oIfTx6_j74,5,5
Qk9JOhyXl,5,5
XJBdcpCQQ,5,5
yUQ_nsdcoQ,5,5
JtS4ORa2GR,5,5
M2z0d0XTM,5,5
wnmBr8vzwS,5,5
Q1YtqpA77,5,5
71ZBWKkO3k7g,5,5
sbKr0MAcm,5,5
Xyyk_YkOn17e,4,5
qz0Bfdl_Oz,5,5
7yxl9Jd3y7x,1,6
71Aoe_Jd2kQe,4,5
XJghldkO2Jmx,4,5
7yZne_1uh1Xg,4,5
Xyfvl_1d2y7l,5,5
Qk8k_t1dnJme,4,5
7kv1_FydnJmg,4,5
mkA0etkun17x,4,5
mJ_y_FJOnyme,4,5
XkWk_Kyun17l,4,5
Q1XJWKyu217l,4,5
7Je1bF1_3Jmx,4,5
R02XKloSRe,5,5
QJxKY96CQX,5,5
71bPe_1uhJml,5,5
myE1bFy_h17g,4,5
Eetoby_tbm,5,5
QJTigY1uhJ7g,4,5
7kNsgYJ_hJ7l,4,5
71ehlY1O2kQe,4,5
QkFjltkOnkme,4,5
QJ9ixFJOhk7x,4,5
Q1dogKkd2yQl,4,5
Qk6iOk_hJ7x,4,5
Q1io_yd2J7l,4,5
Xyu9gtJu3yQe,4,5
7yqouk_2kQl,4,5
X19qxFyd21Qe,4,5
X1xoxYJu31mx,4,5
mJ_j_1O3yQg,4,5
Xk09eFyOhJ7e,4,5
Qkp9etkd3yXe,4,5
QyiclKydhyXg,4,5
m1h5eYJdnkml,4,5
Qk0oukunJQe,4,5
Q1ZjlYkO3y7x,4,5
m12ieKJunkQl,4,5
XkF9gK1O3J7g,4,5
myQsgF1dh1Xg,4,5
XkjjgY1u3k7e,4,5
XyMolFkOhJ7e,4,5
Q1Xeckd2kQx,1,6
mJ20gF1Oh1mg,4,5
7kzH_Kkd2JXl,5,5
mkmvx_y_h1Qg,5,5
QJSJZFkOn17l,4,5
myMk_FJO21Xe,4,5
uPqqK2XHy,5,5
vCKgw7g2oG,5,5
mJHDxdk_hkQl,5,5
nUL9qK_nzT,5,5
aMxUmwduTn,5,5
my3j_1uh1ml,4,5
7yNTFqa0Qm,5,5
QJ3pK960m7,5,5
mJWaYc6RQQ,5,5
XJ4Ju56CQm,5,5
XkfTY5aR77,5,5
mJBpFcT0Qm,5,5
QySyOc6077,5,5
mkX6F9pRmX,5,5
Q1XS_56AQm,5,5
mkg4_96AmQ,5,5
XyvD5pAmQ,5,5
QJxwD9pCXQ,5,5
m1ZPD96R77,5,5
myfww56AmX,5,5
XyPatc6RQ7,5,5
X1ZNu9aA7X,5,5
71G4ucpRXQ,5,5
7yXEucpCmX,5,5
XJVEdcTRmX,5,5
7yHV_cpR7X,5,5
XJUNucpRQm,5,5
7JNvPc6C7m,5,5
XJXPPqpRQ7,5,5
m1w4O5pCmm,5,5
XkBDD5TCmm,5,5
XyxB_5p0m7,5,5
X1atcaAmm,5,5
Qk_pYqaCQX,5,5
Q1Y6YqTC7m,5,5
7kfVw5p07X,5,5
m19pt96CXX,5,5
QyPdc60m7,5,5
XkNPcaCQX,5,5
mkspK56AXQ,5,5
7k1_qaC77,5,5
7klEv96C7m,5,5
X1MDdqp0mQ,5,5
mJW2d5TA7m,5,5
X1_1_cpRmm,5,5
QJ_VPqT07m,5,5
XJNVD9aCQm,5,5
7JGJ_qpAX7,5,5
QklTtqTC7X,5,5
mkVnu9p0Qm,5,5
Q1m1OqaAQ7,5,5
XySn_5aAmX,5,5
XJUDDc60mQ,5,5
Qk_Sdq60m7,5,5
myMrOcp07m,5,5
XJZwOc6CXQ,5,5
Xkgvd5aRmX,5,5
X1U2_qp07Q,5,5
QJw3uqTCmX,5,5
71uhO5T0Q7,5,5
7JYh_560X7,5,5
7Jrv9TCX7,5,5
Qkm4Dqa077,5,5
XkgrDcaAXm,5,5
XJUkdqaCQm,5,5
7ye1Oq6CX7,5,5
711ngKkOhkmg,4,5
QJRjlYkdhy7l,4,5
X1kn_y_n1Xg,4,5
XkBslFkO317g,4,5
mkDcgF1d21me,4,5
QkKsu1uh1mg,4,5
XkwseK1On1Qx,4,5
X1fGZKyOhkQx,5,5
mJ4ru96RXQ,5,5
7kBr_5pC7m,5,5
7JLHuqaRmQ,5,5
7JLogFkOhJml,4,5
Qki51Ohk7l,1,6
71Je51d2kQl,1,6
XJDPKk_31Qe,5,5
myPcJu2k7e,1,6
7yKqJOhkml,1,6
7yLg5kOnk7e,1,6
Q12qJ_2kQg,1,6
myIW9ydhkQg,1,6
QkN51u2Jmx,1,6
myg51_nyXg,1,6
mJ4eqyu3Jmg,1,6
Q1kWqyd21me,1,6
mJR9Jd2JQx,1,6
XJmW91dh1ml,1,6
myH91d31me,1,6
XyKx9yd21Qe,1,6
QysgqJ_3yml,1,6
m1Hgqk_n1Qe,1,6
7yd5kOhJQx,1,6
QkZ91d2yXx,1,6
mJDe5k_2yQg,1,6
QJdxq1unyQl,1,6
mk9xc1uh1Xe,1,6
QJmc1OnyQe,1,6
QyS_c1uhk7g,1,6
7J69yuhyme,1,6
Q1bZqyO317e,1,6
7y3xqJdnyXx,1,6
mJZlcJd3JXe,1,6
Xyl_qyuhJ7e,1,6
QJI9JOnJQg,1,6
7JMeqy_nJXe,1,6
QkCg5J_n17e,1,6
71EZcy_nkQg,1,6
Xkzckdh1Qe,1,6
Q1qcJ_nyXe,1,6
mJzWc1_217x,1,6
7JalqJdh1Xx,1,6
QyQPO5TRQm,5,5
Q12Ht1_hJme,5,5
Xka0lFJd21mx,4,5
XJ1igYJ_h1Xg,4,5
BcAeKeYOR5,5,5
QRLoFK0Rxy,5,5
uGz5Kr7nIo,5,5
TULmKcwlX6,5,5
nRBYmLiytf,5,5
xx9MXUOvcY,5,5
VaOuWF1dA,5,5
bdLTl3tzX,5,5
BEmdc23TD,5,5
O1FxphZ885,5,5
6HC4Qtu_Ei,5,5
61a6Qd70v0,5,5
_vAT0oKS_7,5,5
sCWsm2dV2N,5,5
sWFXjrNDi7,5,5
XIYZSG6kXW,5,5
lXrFIIbria,5,5
1G55XlKgfA,5,5
NvTK9kAG8s,5,5
axdNGEg_7I,5,5
TDxgh6oRkG,5,5
D0r10sEq8o,5,5
hgdwxO9V5K,5,5
K5aS5O4tFI,5,5
J3Qd0tvKxP,5,5
ormo6nduBo,5,5
YIaEumY0X,5,5
uThZM9MKdH,5,5
5KfnvlRO1J,5,5
EATG9wMTe,5,5
2_6aD04ZNZ,5,5
AhbvG7kJkN,5,5
HzSbpFpSnW,5,5
1FxN4_JFTb,5,5
3Kn8XZ_k2d,5,5
jLKruTDVnl,5,5
LlVOitQj_c,5,5
MrJViP7IwF,5,5
k2asEht2UJ,5,5
hUsv307pE3,5,5
QOYeZH9jU8,5,5
Axx6yjf3Fa,5,5
i32z95SpXH,5,5
_C7QpZt3qy,5,5
TDPE58nzUW,5,5
Y7hWceeEi,5,5
1L2WVRZgBt,5,5
AC5hhY1GiD,5,5
pQfK3uHEm,5,5
rxMp66qdH6,5,5
TVmX2pDstl,5,5
oobyKsA_C7,5,5
s0y74qp07,5,5
iBZLO0Y39U,5,5
yPy56bTJWx,5,5
9ds9m_Wl9x,5,5
dKJCFU5tVO,5,5
hDRRN3EIG,5,5
OFWUXDB_c,5,5
KfKTtw_WyG,5,5
imS4_VaAwU,5,5
ldZJvzn4w,5,5
NR2kihgjyg,5,5
gz5p0Z09vL,5,5
b2yt6J3LIw,5,5
eE1dIKrpVK,5,5
5hiCOpU0hR,5,5
1E73aQeDIf,5,5
uSWBVMGTz1,5,5
La0Gb8V_KD,5,5
_2zOln9Hcf,5,5
fgCKrKJ6aQ,5,5
gsXvJaIw5,5,5
NY9R96KEPH,5,5
ROoXaLLbPQ,5,5
D6wO_hK3r,5,5
X0oCRaKiEz,5,5
JvLV5404nk,5,5
si5L81P0oE,5,5
WrSGz3a11s,5,5
2LA5EkUMbd,5,5
jKfpapsc6l,5,5
jqbgdiclxF,5,5
xlJcMdcVWI,5,5
WMDmB4nbJV,5,5
_gdEUa1bLN,5,5
_vdU71V92M,5,5
f2_8KZ_vr,5,5
c91acN7AY,5,5
lMFArmreD6,5,5
RrG0YGsDGm,5,5
laKhRpTcC,5,5
o6KMBT2zej,5,5
wVoIJyTpwD,5,5
c_Y2thg2dx,5,5
jvTQWm2MD8,5,5
xDbAq4ARoY,5,5
n_rXXJ_xH8,5,5
7ky3xuyd2Jmx,4,5
YzPjo1n_PQ,5,5
diOktrDaqo,5,5
7ti6kgOI1I,5,5
A3CRoTfyay,5,5
qHQAZRSJHJ,5,5
9JSwtaUIdH,5,5
X174DkIDQC,5,5
LI5Xe0Qoik,5,5
WC9bKB_py,5,5
B3crIBXfkU,5,5
TgtUH8_nPz,5,5
kGXA9dKRAL,5,5
wR0mzEeUK,5,5
QVyox1gbMb,5,5
Cd7hoSh7qp,5,5
jjPr0FwuJO,5,5
d4ChNgALtK,5,5
EGOSzb_hSe,5,5
lj5Y8tbzZe,5,5
LamuhR_HIb,5,5
avVFovKOa0,5,5
Q1mkYcT077,5,5
X1l755aCQX,5,5
myf1KqaC7m,5,5
Q17996RXQ,5,5
QyVJt960QX,5,5
QyzmcqaCQX,5,5
QJxNY5TRX7,5,5
71cPq60Xm,5,5
mkVt9a0QQ,5,5
7yZ5Dqa0QQ,5,5
7yM4KqpAXX,5,5
71W4FqTAXX,5,5
QkfqP5a0XX,5,5
QyerK5a0X7,5,5
my_HKcpAQm,5,5
Q1mrFcaRXQ,5,5
XkMVcc60X7,5,5
QJfrY5aRQX,5,5
myZN5qTA7X,5,5
Q1eE5qTRXm,5,5
XyQE5q6AmQ,5,5
X1_mqcpCQQ,5,5
mkHJFcaCQQ,5,5
X1Sv_96CQQ,5,5
7k_u9aC77,5,5
Q1__d5pAQ7,5,5
QJbxKqaAQQ,5,5
X1gdd9a0m7,5,5
XkeeF56CXm,5,5
QyeYcpRmX,5,5
mkzxFqpRXQ,5,5
QymqKqpRQQ,5,5
7yc5vq6Am7,5,5
mJscw9aAQX,5,5
7ytqP9pRmm,5,5
QJb9YcTA77,5,5
myzftqpC7m,5,5
XkM5Kc6AQQ,5,5
7yO9DqaAQ7,5,5
71QfKqaRQ7,5,5
XkrKuq6077,5,5
XJMg3u5aAQ7,5,5
QJIK_qa0XQ,5,5
7kNY_qaRQX,5,5
mJlxnO9p0mX,5,5
XkH_vca0XQ,5,5
mk_lhu9aRQQ,5,5
mJXK_56CQQ,5,5
mkIOP5TRmm,5,5
7kV_w9aAQX,5,5
XJ7OD96RXQ,5,5
QJWzYcpAQ7,5,5
Q1xGt9pRQX,5,5
myx5Yq60mQ,5,5
n24_2xSjJW,5,5
NRTVmGfCHI,5,5
4rZpH2Lun,5,5
i3MpAaOvg,11,11
XYAd_qz2Wo,5,5
ABT_zLKkS1,5,5
vzt61bfTy9,5,5
p7HZWoshX_,5,5
ozt_wgcyuQ,5,5
QX3oPQCmVw,5,5
ndo_Zxp1S,5,5
mA1sE_rYJB,5,5
ZvKxA5orCY,5,5
wgUziy2NeU,5,5
ha2L4E0ow0,5,5
fOljqHHZTN,5,5
2KYa1TNhP,5,5
GdRwg1eWe,5,5
7CXOzVgLl5,5,5
NmdQi4bZiI,5,5
z1gpzosI20,5,5
Cgwx8DR4AD,5,5
LPajJ7v8N3,5,5
6z__FY2If5,5,5
oGd1uDb2L,5,5
jtMKkVjW9j,5,5
hUL9BzRhUx,5,5
jOb2mW60jf,5,5
NpAW4_hH92,5,5
U9MWNY0kpe,5,5
NkUbutRzsv,5,5
iXjPdef_6l,5,5
T0kgHdgDMs,5,5
vaB0jfPjHU,5,5
xfLzh66cv,5,5
e0KmOA0m8e,5,5
BDsqM7LB83,5,5
0jmdee4Rmx,5,5
6Rs3nPHp5T,5,5
mRkRAYITeH,5,5
kDBpyM1ZEM,5,5
ZDqJYw_4lf,5,5
mS0R4DV_yD,5,5
LJX3Ro6vhn,5,5
m_Ix5IvXUa,5,5
OGcUDtAN5E,5,5
W7qUsDaNK9,5,5
Cc_6lF3itg,5,5
1pS6225mX,5,5
6hkhVnFY3i,5,5
7xuIQj3id_,5,5
xQAfW8ln8Q,5,5
aOJ9oIHHs,5,5
L75IHh_u9D,5,5
PNJXEqMWYp,6,6
3R3M_RnF4N,6,6
7y8M9caAQ7,6,6
XkNG9qTR7m,6,6
Qk7G9caRQQ,6,6
Q1rzcc60QX,6,6
QyWzq56C77,6,6
XkfGcq607m,6,6
XyvG59aRX7,6,6
myxfqqT0QX,6,6
myLCY560Q7,6,6
Q1NCt5aR7X,6,6
7JmRKq60m7,6,6
mkrCF5pC77,6,6
71WAK9pAQX,6,6
mkfAYcT0QQ,6,6
m1wRK5p0Qm,6,6
7klCF96CQ7,6,6
_l4FFvNLTg,4,4
q7bgIwebNJ,5,5
WNmSgP_5d,5,5
BHQt8EC7A3,5,5
te6Gez_muV,5,5
jhbMzyREEp,5,5
_tWMZXEg38,5,5
N_YRXrGwss,5,5
l0raP9ItGA,5,5
yqltSjWsej,5,5
7DD4LBrTRu,5,5
ZswYHkDVj,5,5
qjtsB83bPa,5,5
7p44t5CrZN,5,5
yZjx8UtNLp,5,5
224u90v7yK,5,5
L8gVMXqdVu,5,5
dlp17TAunU,5,5
sJP0E0g3mN,5,5
CX6VC8SDr,5,5
u6qe2QFMuB,5,5
HpXLqPPMnW,5,5
_POKoJfvzB,5,5
NWJ7jP54tL,5,5
IyODEc3F5_,5,5
zqKP6wkCCF,5,5
CeTUk_m6d,5,5
aATmk6JQEQ,5,5
gbKhyfUwt,2,2
Ix2y9x7h8,2,2
OcpPhNGYc_,3,3
v7870z72uQ,5,5
NUs2r_fsuA,6,6
myFrFoMiN,3,3
nIQmeJNKqw,3,3
LlPPmXEM9_,4,4
SJAxR9nGd4,16,16
NpMP8NBQG,3,3
mJz9OsMjV,3,3
7JaSFiziE,1,1
6JE3dwZ1X9,4,4
6ONGpfD6i_,3,3
rJuIVj55pq,4,4
QhMPW9klbV,44,44
dUYaS_ltu,2,2
TqqET9_c50,4,4
APvKGv_Zx,6,6
jbexjkhZ3,5,5
Vo4SZjr9,4,4
TrbUB0WqHg,2,2
qdxcg55LZq,3,3
4RyNtPSuA0,3,3
RoWlee_I0,2,2
XdxdrlQDg,3,3
Q16hMmUgm,5,5
V4ZRVBoI0,2,2
kjUmQ3JwkJ,2,2
5dgSlBLjNE,4,4
rf02GCqu_C,2,2
CRVFwS3Ykh,2,2
1AlJTm_XAk,2,2
Zxerqo9F0,2,2
nbjwMMajCp,2,2
WZxak5V9GJ,2,2
c0GBdXeA5o,2,2
TkyeJjdLsD,2,2
GwokFAmdFN,2,2
va3X0h36vI,3,3
xChS6noyFF,2,2
FP2sRDDJvM,2,2
VSA0gU8_zM,2,2
eEwWSpRNeN,2,2
nrgkhc8MYK,2,2
nwY1PvMprV,2,2
sTkZJuIMKX,2,2
2_BwsZGQc6,2,2
KMsGMjuhiw,2,2
WT2FKLWJnv,2,2
_yDh8w1LLu,2,2
qOLY_aZJy,2,2
FAIrfstQpB,7,7
ne396QR2DU,2,2
hmuB4byde6,4,4
yw_S55qTSV,4,4
TwwcrQd8A,4,1
Qk8fqfnLr1D,4,4
aMDE1l5Zq,5,5
RP_Lg0fM4R,4,4
vZQBqKIcCJ,4,4
XJP62zIem,4,4
YeZ_ZkoSt_,5,5
2qzBXNFi8,3,3
VJggJ_ypZD,3,3
Bbyq1RTJGa,3,3
BJ9ebmJSy,3,3
IIMeQ2wVum,2,2
XI38EltD_Q,22,22
myWI_560XX,5,5
pH1WBMBvr,4,4
mlG_N5GdeK,5,5
RHYi4UeA3i,4,4
USdkVs_Hi,4,4
HhwMWULBGl,4,4
1RbZoPpXib,4,4
C91XFgFJWm,4,4
vk5ojItAm1,4,4
qwsN2O_lKF,4,4
abVQUSM4V9,4,4
Q1wvbmLl7,5,5
CadB3QCXIq,10,10
myfyjOJe7,2,2
QJ7qqNRyX,5,5
snuPRiUTQ,5,5
hCY_09Qpx,3,3
igkHEhDV,3,3
_i3innbHg_,4,4
SE9Z0tRv_M,2,2
QkkV_sGoE,3,3
pX7ytZWUi,4,4
QkIbtiMsN,6,6
X1GeYlIxQ,4,4
zXgeJoVRnN,4,4
UFnwMDzkyV,5,5
o71Lxf5nS,4,4
BxpzyQAwXB,2,2
HFZT5ZCmDu,2,2
SO_szZvxGI,2,2
UCbJjwSaTh,2,2
omA45HjyR,2,2
wvGz9VdHxz,2,2
zMaTvAxd0l,2,2
XyklnM3IB1D,8,8
QkXGoM2USJP,4,4
XJiB0zUxQ,4,4
VU6n5ugF1g,3,3
SQBmX256Aj,3,3
En_Bjy6Jbe,3,3
w_7_bPL2QR,6,6
4aYG07tx5P,4,4
A8MnXppSIk,2,2
Hpub_g8jsu,2,2
JXWT5Zd4J,2,2
LHt6gIO67g,2,2
qQsmGwFhJc,2,2
v9z6eKKwUX,2,2
1e1tC_T3rW,4,4
FZfA4QN0_I,2,2
fi5XWxwuBL,5,5
OR7IVcUSu1,2,2
k3pQWKXu2O,2,2
bqk7wyWIyb,5,5
Wnb84kz_jI,2,2
lsNd_ApzAE,5,5
01Qrh7CRhk,2,2
GaDsk7TJv_,5,5
1WLAQb8IQh,2,2
Vw4bsko0rr,2,2
S3jFeVunOd,2,2
m1uDFifsV,3,3
UtJ8zVYFx,4,4
TB2ZL9FMr9,8,8
QknfemIgX,4,4
mJdWiz3US1v,4,4
Q1hz5f3LrJv,4,4
1aRWYL_OgK,5,5
Dslz6apCa,4,4
qNYlyq0zAo,5,5
FN63D22oDq,3,3
7cbbzw6xSh,4,4
4P3_rXYxwh,3,3
rKPuS2CO4U,2,2
Ax9AaqTnzn,3,3
xsWSsoFqs9,3,3
W35d5_4Fp_,29,29
180O8ZKgZ,105,105
Jj0DSm_zmr,17,17
KYkM7UqMYV,2,2
kljOjl4Nt,2,2
wm4FYtL5O4,2,2
